event_id,source_id,source_package,source_file,road_type,road_section_type,city,location_label,traffic_condition,collection_time_period,speed_bin,overlap_type,ego_id,cutin_id,reference_frame,reference_time_definition,keyframe1,keyframe2,keyframe3,keyframe4,keyframe5,ego_speed_kmh,cutin_speed_kmh,relative_speed_kmh,longitudinal_gap_m,longitudinal_gap_signed_m,lateral_speed_mps,cutin_angle_deg,cutin_duration_s,ttc_s,thw_s,min_ttc_s,min_thw_s,ego_max_decel_mps2,cutin_lateral_accel_mps2,sample_quality,quality_notes
DJI_20250802073554_0002_V::Ego_1044_CutIn_1028_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1044_CutIn_1028_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1044,1028,1798,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",1571,1571,1798,2157,2157,49.63,46.645,-2.984,9.483,,0.345,-0.139,19.533,17.434,0.688,6.068,0.635,-3.354,0.51,valid,
DJI_20250802073554_0002_V::Ego_1067_CutIn_818_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1067_CutIn_818_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1067,818,1719,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",1327,1327,1719,188,188,56.38,53.42,-2.959,95.72,,0.487,0.969,18.433,24.057,6.112,19.93,5.488,-0.273,0.69,valid,
DJI_20250802073554_0002_V::Ego_1067_CutIn_870_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1067_CutIn_870_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1067,870,1767,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",1377,1377,1767,192,192,55.429,56.16,0.731,99.278,,0.382,0.187,18.1,33.029,6.448,19.93,5.488,-0.273,0.75,valid,
DJI_20250802073554_0002_V::Ego_1067_CutIn_966_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1067_CutIn_966_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1067,966,1933,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",1508,1508,1933,2092,2092,52.456,53.208,0.752,109.721,,0.154,3.026,19.467,,7.53,19.93,2.813,-0.273,0.27,review,missing_required_metric
DJI_20250802073554_0002_V::Ego_1067_CutIn_973_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1067_CutIn_973_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1067,973,1812,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",1509,1509,1812,1963,1963,54.846,61.848,7.002,102.359,,0.607,1.116,15.133,50.154,6.718,19.93,2.82,-0.273,1.02,valid,
DJI_20250802073554_0002_V::Ego_126_CutIn_18_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_126_CutIn_18_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,126,18,488,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",0,0,488,565,565,58.104,59.792,1.688,38.52,,0.415,-3.047,18.833,,2.39,26.042,2.385,-0.009,0.54,review,missing_required_metric
DJI_20250802073554_0002_V::Ego_1351_CutIn_1127_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1351_CutIn_1127_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1351,1127,21,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",1727,1727,21,225,225,55.796,57.571,1.775,123.132,,0.144,1.068,17.433,,7.944,402.311,7.686,-0.448,0.51,review,missing_required_metric
DJI_20250802073554_0002_V::Ego_1367_CutIn_1282_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1367_CutIn_1282_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1367,1282,2331,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",1924,1924,2331,2471,2471,46.516,57.19,10.674,11.772,,0.38,-0.605,18.233,,0.911,13.217,0.579,-0.845,0.585,review,missing_required_metric
DJI_20250802073554_0002_V::Ego_1367_CutIn_1323_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1367_CutIn_1323_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1367,1323,2363,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",1952,1952,2363,2525,2525,46.285,54.536,8.251,13.84,,0.381,0.221,19.1,,1.076,13.217,0.579,-0.845,0.72,review,missing_required_metric
DJI_20250802073554_0002_V::Ego_1579_CutIn_1485_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1579_CutIn_1485_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1579,1485,2658,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",2182,2182,2658,2766,2766,58.475,51.271,-7.204,18.699,,0.45,1.179,19.467,20.071,1.151,9.871,1.054,-0.422,0.6,valid,
DJI_20250802073554_0002_V::Ego_1579_CutIn_1515_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1579_CutIn_1515_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1579,1515,2675,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",2228,2228,2675,282,282,58.288,54.95,-3.337,18.147,,0.177,2.983,19.733,24.74,1.12,9.871,1.041,-0.422,0.48,valid,
DJI_20250802073554_0002_V::Ego_1695_CutIn_1656_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1695_CutIn_1656_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,1695,1656,2671,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",2519,2519,2671,3049,3049,69.066,63.824,-5.242,5.88,,0.005,-1.93,17.667,7.514,0.307,0.012,0.004,-1.119,0.72,valid,
DJI_20250802073554_0002_V::Ego_190_CutIn_179_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_190_CutIn_179_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,190,179,239,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",175,175,239,559,559,62.482,75.564,13.082,8.198,,0.007,-1.045,12.8,,0.472,,0.158,-0.593,0.645,review,missing_required_metric
DJI_20250802073554_0002_V::Ego_1956_CutIn_1837_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1956_CutIn_1837_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,80-100,normal,1956,1837,326,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",2802,2802,326,3335,3335,82.534,57.589,-24.944,100.933,,0.374,0.324,17.767,15.287,4.402,12.486,3.609,-1.607,0.48,valid,
DJI_20250802073554_0002_V::Ego_1994_CutIn_2000_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1994_CutIn_2000_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1994,2000,3412,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",3138,3138,3412,3529,3529,56.005,74.412,18.407,46.888,,0.138,-2.022,13.033,,3.014,,0.013,-0.515,0.675,review,missing_required_metric
DJI_20250802073554_0002_V::Ego_2028_CutIn_2042_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_2028_CutIn_2042_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,2028,2042,3403,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",3223,3223,3403,3645,3645,51.898,72.364,20.466,6.744,,0.568,0.752,14.067,,0.468,,0.003,-0.31,1.08,review,missing_required_metric
DJI_20250802073554_0002_V::Ego_2053_CutIn_1973_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_2053_CutIn_1973_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,2053,1973,3547,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",31,31,3547,3581,3581,70.488,67.27,-3.218,57.333,,0.207,0.414,16.033,69.01,2.928,18.51,2.867,-1.547,0.6,valid,
DJI_20250802073554_0002_V::Ego_2173_CutIn_2189_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_2173_CutIn_2189_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,2173,2189,3853,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",3489,3489,3853,3883,3883,69.217,77.926,8.708,7.6,,0.337,1.74,13.133,,0.395,,0.001,-0.109,0.69,review,missing_required_metric
DJI_20250802073554_0002_V::Ego_2202_CutIn_2198_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_2202_CutIn_2198_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,2202,2198,3874,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",354,354,3874,3928,3928,65.398,81.418,16.02,45.211,,0.033,-2.881,12.933,,2.488,,0.266,-0.67,0.51,review,missing_required_metric
DJI_20250802073554_0002_V::Ego_2274_CutIn_2196_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_2274_CutIn_2196_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,2274,2196,399,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",3534,3534,399,4054,4054,70.106,54.914,-15.192,81.474,,0.322,-4.304,17.333,20.634,4.191,17.649,3.651,,0.615,valid,
DJI_20250802073554_0002_V::Ego_2353_CutIn_2343_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_2353_CutIn_2343_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,2353,2343,3936,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",3829,3829,3936,424,424,58.532,68.915,10.382,14.804,,0.152,0.106,13.7,,0.91,,0.402,-0.183,0.63,review,missing_required_metric
DJI_20250802073554_0002_V::Ego_2404_CutIn_2420_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_2404_CutIn_2420_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,2404,2420,4271,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",3965,3965,4271,4385,4385,52.549,69.779,17.23,35.295,,0.278,-2.194,14,,2.417,,0.008,-0.692,0.915,review,missing_required_metric
DJI_20250802073554_0002_V::Ego_2467_CutIn_2447_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_2467_CutIn_2447_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,2467,2447,4385,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",4056,4056,4385,4455,4455,62.993,76.604,13.612,59.647,,0.649,-0.523,13.3,,3.409,,1.732,-0.846,0.735,review,missing_required_metric
DJI_20250802073554_0002_V::Ego_2469_CutIn_2415_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_2469_CutIn_2415_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,2469,2415,4477,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",3959,3959,4477,4559,4559,58.5,55.418,-3.082,23.363,,0.69,2.07,20,32.438,1.438,13.268,1.413,-0.396,0.42,valid,
DJI_20250802073554_0002_V::Ego_260_CutIn_210_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_260_CutIn_210_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,260,210,323,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",207,207,323,723,723,64.361,53.816,-10.544,26.163,,0.25,-1.335,17.2,10.699,1.463,10.412,1.117,-0.834,0.69,valid,
DJI_20250802073554_0002_V::Ego_2685_CutIn_2585_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_2685_CutIn_2585_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,2685,2585,4741,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",4261,4261,4741,4868,4868,49.72,56.372,6.653,11.642,,0.201,0.734,20.233,,0.843,23.001,0.005,-0.277,0.735,review,missing_required_metric
DJI_20250802073554_0002_V::Ego_2685_CutIn_2678_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_2685_CutIn_2678_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,2685,2678,4426,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",4373,4373,4426,4821,4821,49.59,60.944,11.354,7.197,,0.296,-0.113,14.933,34.533,0.523,23.001,0.005,-0.277,0.795,valid,
DJI_20250802073554_0002_V::Ego_2685_CutIn_2759_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_2685_CutIn_2759_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,2685,2759,485,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",4485,4485,485,4902,4902,49.993,69.487,19.494,32.446,,0.254,-3.257,13.9,,2.337,90.399,0.005,-0.406,0.765,review,missing_required_metric
DJI_20250802073554_0002_V::Ego_268_CutIn_272_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_268_CutIn_272_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,268,272,701,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",331,331,701,826,826,54.738,64.267,9.529,10.836,,0.454,0.773,16.5,,0.713,33.747,0.001,-0.153,0.885,review,missing_required_metric
DJI_20250802073554_0002_V::Ego_2783_CutIn_2771_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_2783_CutIn_2771_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,2783,2771,4778,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",4503,4503,4778,4887,4887,65.509,76.493,10.984,46.696,,0.533,0.151,12.8,,2.566,,0.813,-1.055,0.9,review,missing_required_metric
DJI_20250802073554_0002_V::Ego_2837_CutIn_2844_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_2837_CutIn_2844_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,2837,2844,5052,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",4633,4633,5052,5226,5226,49.169,46.296,-2.873,28.12,,0.605,0.557,19.767,41.894,2.058,28.077,0.013,-0.911,1.035,valid,
DJI_20250802073554_0002_V::Ego_2895_CutIn_2865_Event1,DJI_20250802073554_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802073554_0002_V/ScenarioExtraction/cutin_scenarios/Ego_2895_CutIn_2865_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,2895,2865,5098,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",4694,4694,5098,5115,5115,75.15,77.324,2.174,44.823,,0.278,-0.686,14.033,,2.147,44.627,2.128,-0.181,0.57,review,missing_required_metric
